"PC6","neighb_code","n_individuals","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","female","male","Western","Non_Western","Dutch","education_low","education_middle","education_high","n_households","household_avg_size","children","couples_with_children","couples_without_children","singleparents","singles","no_children","neighb_name"
"2543EE","BU05183396",63,15,5,18,20,5,33,30,9,45,9,20,15,14,30,2.1,22,6,5,7,12,41,"Zijden, Steden en Zichten"
"2543EG","BU05183396",38,8,3,13,12,2,15,23,9,20,9,10,10,9,18,2.11,12,5,3,2,8,26,"Zijden, Steden en Zichten"
"2543EH","BU05183396",46,10,2,15,15,4,24,22,3,30,13,19,9,10,22,2.09,15,6,3,3,10,31,"Zijden, Steden en Zichten"
"2543EJ","BU05183396",66,16,7,20,14,9,32,34,7,47,12,13,17,21,28,2.36,24,10,4,4,10,42,"Zijden, Steden en Zichten"
"2543EK","BU05183396",81,21,11,24,19,6,42,39,14,45,22,23,23,18,33,2.45,32,14,2,6,11,49,"Zijden, Steden en Zichten"
"2543GA","BU05183396",21,5,1,9,4,2,9,12,6,9,6,7,5,4,12,1.75,5,2,2,2,6,16,"Zijden, Steden en Zichten"
"2543GB","BU05183396",42,3,7,12,11,9,24,18,9,22,11,18,9,13,20,2.1,13,5,4,3,8,29,"Zijden, Steden en Zichten"
"2543GC","BU05183396",45,13,2,13,11,6,27,18,8,26,11,14,13,8,19,2.37,16,6,4,3,6,29,"Zijden, Steden en Zichten"
"2543GD","BU05183396",29,3,4,7,10,5,13,16,4,15,10,11,9,7,18,1.61,6,3,2,1,12,23,"Zijden, Steden en Zichten"
"2543GE","BU05183396",42,14,4,12,12,0,21,21,7,21,14,10,7,13,17,2.47,17,5,3,4,5,25,"Zijden, Steden en Zichten"
"2543GG","BU05183396",38,8,2,12,7,9,20,18,6,21,11,8,8,14,17,2.24,11,6,4,2,5,27,"Zijden, Steden en Zichten"
"2543GH","BU05183396",42,7,5,8,13,9,21,21,8,24,10,8,14,15,22,1.91,11,6,3,1,12,31,"Zijden, Steden en Zichten"
"2543GJ","BU05183396",44,12,6,8,10,8,22,22,4,30,10,12,10,10,20,2.2,17,4,3,4,9,27,"Zijden, Steden en Zichten"
"2543GK","BU05183396",40,6,6,11,14,3,21,19,7,19,14,14,9,11,22,1.82,10,5,3,1,13,30,"Zijden, Steden en Zichten"
"2543GL","BU05183396",61,17,6,18,15,5,31,30,9,38,14,18,15,15,23,2.65,25,10,3,2,8,36,"Zijden, Steden en Zichten"
"2543GM","BU05183396",36,8,1,16,8,3,14,22,3,24,9,10,7,12,18,2,9,6,3,0,9,27,"Zijden, Steden en Zichten"
"2543GN","BU05183396",33,7,1,12,7,6,18,15,4,22,7,9,9,9,17,1.94,9,5,2,2,8,24,"Zijden, Steden en Zichten"
"2543GP","BU05183396",43,10,7,9,14,3,19,24,1,30,12,19,10,8,17,2.53,18,7,1,2,7,25,"Zijden, Steden en Zichten"
"2543GR","BU05183396",14,2,1,4,3,4,6,8,1,5,8,6,3,4,7,2,4,0,3,2,2,10,"Zijden, Steden en Zichten"
"2543RJ","BU05183396",23,6,3,8,2,4,9,14,3,16,4,3,8,5,11,2.09,8,1,3,2,5,15,"Zijden, Steden en Zichten"
"2543RK","BU05183396",42,11,4,18,8,1,18,24,10,24,8,9,12,12,18,2.33,15,6,3,1,8,27,"Zijden, Steden en Zichten"
"2543RL","BU05183396",16,3,0,9,2,2,9,7,2,11,3,7,3,3,10,1.6,3,0,3,2,5,13,"Zijden, Steden en Zichten"
"2543RM","BU05183396",37,9,4,9,9,6,14,23,6,21,10,12,4,12,16,2.31,13,5,3,1,7,24,"Zijden, Steden en Zichten"
"2543RN","BU05183396",67,20,8,22,16,1,26,41,11,47,9,20,18,13,29,2.31,27,10,1,4,14,40,"Zijden, Steden en Zichten"
"2543RP","BU05183396",76,17,15,18,14,12,42,34,8,48,20,19,20,20,29,2.62,30,12,5,3,9,46,"Zijden, Steden en Zichten"
"2543RR","BU05183396",23,4,1,8,6,4,15,8,3,17,3,3,8,10,16,1.44,5,1,1,3,11,18,"Zijden, Steden en Zichten"
"2543RS","BU05183396",36,6,5,10,13,2,18,18,6,23,7,13,14,6,17,2.12,12,3,4,3,7,24,"Zijden, Steden en Zichten"
"2543RT","BU05183396",37,7,0,11,14,5,17,20,1,24,12,11,5,14,20,1.85,9,3,5,2,10,28,"Zijden, Steden en Zichten"
"2543RV","BU05183396",23,2,5,4,6,6,12,11,4,12,7,7,8,6,13,1.77,5,1,4,2,6,18,"Zijden, Steden en Zichten"
"2543RW","BU05183396",45,11,6,13,12,3,24,21,7,27,11,16,7,13,21,2.14,18,6,0,4,11,27,"Zijden, Steden en Zichten"
"2543RX","BU05183396",15,3,1,4,4,3,7,8,2,7,6,3,2,7,8,1.88,4,1,2,1,4,11,"Zijden, Steden en Zichten"
"2543RZ","BU05183396",51,8,4,22,10,7,26,25,9,35,7,20,9,15,24,2.12,13,6,8,1,9,38,"Zijden, Steden en Zichten"
"2543SE","BU05183396",57,15,7,19,8,8,29,28,9,32,16,19,13,13,25,2.28,21,8,3,3,11,36,"Zijden, Steden en Zichten"
"2543SG","BU05183396",60,22,2,13,14,9,35,25,13,32,15,10,10,21,24,2.5,26,9,1,4,10,34,"Zijden, Steden en Zichten"
"2543SJ","BU05183396",58,11,4,17,20,6,31,27,7,39,12,15,14,18,28,2.07,14,8,8,2,10,44,"Zijden, Steden en Zichten"
"2543SK","BU05183396",34,8,5,12,5,4,17,17,5,21,8,12,7,8,15,2.27,13,4,2,2,7,21,"Zijden, Steden en Zichten"
"2543SL","BU05183396",45,10,3,18,7,7,26,19,8,30,7,13,9,13,20,2.25,15,6,4,3,7,30,"Zijden, Steden en Zichten"
"2543SM","BU05183398",16,1,1,4,4,6,8,8,3,9,4,5,4,6,12,1.33,2,1,1,1,9,14,"Dreven en Gaarden"
"2543SN","BU05183398",52,11,10,9,12,10,33,19,3,35,14,14,12,13,21,2.48,20,8,3,4,6,32,"Dreven en Gaarden"
"2543SP","BU05183398",47,13,3,14,13,4,22,25,2,35,10,13,8,14,24,1.96,16,5,2,4,13,31,"Dreven en Gaarden"
"2543SR","BU05183396",73,17,6,32,11,7,38,35,6,48,19,24,17,18,31,2.35,23,12,7,2,10,50,"Zijden, Steden en Zichten"
"2543ST","BU05183396",42,12,4,14,5,7,22,20,5,23,14,14,10,7,18,2.33,15,5,4,5,4,27,"Zijden, Steden en Zichten"
"2543SV","BU05183396",46,10,4,18,10,4,18,28,7,26,13,14,12,12,19,2.42,14,8,5,1,5,32,"Zijden, Steden en Zichten"
"2543SW","BU05183396",24,4,4,7,6,3,13,11,3,13,8,6,8,6,14,1.71,5,2,3,2,7,19,"Zijden, Steden en Zichten"
"2543SX","BU05183398",66,16,6,25,9,10,32,34,10,35,21,18,19,13,28,2.36,21,10,7,3,8,45,"Dreven en Gaarden"
"2543SZ","BU05183398",27,5,3,9,3,7,17,10,0,18,9,7,8,8,15,1.8,8,3,1,1,10,19,"Dreven en Gaarden"
"2543TA","BU05183396",55,16,2,19,11,7,27,28,7,36,12,14,12,15,25,2.2,18,8,4,4,9,37,"Zijden, Steden en Zichten"
"2543TB","BU05183398",52,9,5,12,13,13,26,26,3,32,17,12,18,13,24,2.17,16,8,4,2,10,36,"Dreven en Gaarden"
"2543TC","BU05183398",249,52,28,85,49,35,127,122,31,155,63,65,72,68,117,2.13,80,33,19,14,51,169,"Dreven en Gaarden"
"2543TD","BU05183396",43,4,7,12,13,7,19,24,6,23,14,11,14,13,22,1.95,9,5,7,1,9,34,"Zijden, Steden en Zichten"
"2543TE","BU05183396",56,6,8,18,17,7,23,33,10,35,11,16,16,19,31,1.81,14,5,6,2,18,42,"Zijden, Steden en Zichten"
"2543TG","BU05183396",50,10,7,13,11,9,23,27,9,28,13,10,13,15,21,2.38,17,8,4,1,8,33,"Zijden, Steden en Zichten"
"2543TH","BU05183396",28,4,8,5,8,3,13,15,6,15,7,13,4,8,14,2,10,3,1,2,8,18,"Zijden, Steden en Zichten"
"2543TJ","BU05183396",48,10,6,20,10,2,20,28,4,28,16,10,11,17,24,2,14,5,5,2,12,34,"Zijden, Steden en Zichten"
"2543TK","BU05183396",44,7,4,12,14,7,21,23,5,26,13,14,8,16,24,1.83,8,5,7,1,11,36,"Zijden, Steden en Zichten"
"2543TL","BU05183396",12,3,1,3,5,0,6,6,2,7,3,3,5,3,5,2.4,4,2,1,0,2,8,"Zijden, Steden en Zichten"
"2543TR","BU05183396",69,16,6,21,20,6,34,35,5,44,20,16,22,15,30,2.3,24,11,4,2,13,45,"Zijden, Steden en Zichten"
"2543TS","BU05183396",65,11,6,25,17,6,34,31,6,46,13,21,16,23,30,2.17,17,10,8,3,9,48,"Zijden, Steden en Zichten"
"2543TT","BU05183396",64,17,10,13,11,13,28,36,6,40,18,13,17,19,31,2.06,26,4,3,9,15,38,"Zijden, Steden en Zichten"
"2543TV","BU05183396",59,10,4,22,7,16,27,32,7,39,13,14,21,15,30,1.97,17,9,3,3,15,42,"Zijden, Steden en Zichten"
"2543TW","BU05183396",74,15,12,17,22,8,39,35,13,41,20,24,21,15,35,2.11,25,9,5,7,14,49,"Zijden, Steden en Zichten"
"2543TX","BU05183396",59,12,5,16,19,7,27,32,8,37,14,14,24,13,28,2.11,19,7,5,5,11,40,"Zijden, Steden en Zichten"
"2543TZ","BU05183396",16,3,1,5,6,1,9,7,2,8,6,6,4,3,10,1.6,3,2,1,0,7,13,"Zijden, Steden en Zichten"
"2543VE","BU05183396",37,11,2,15,2,7,17,20,4,26,7,12,6,10,16,2.31,13,4,4,1,7,24,"Zijden, Steden en Zichten"
"2543VH","BU05183396",48,7,9,15,7,10,22,26,5,30,13,14,14,14,24,2,12,5,7,3,9,36,"Zijden, Steden en Zichten"
"2543VJ","BU05183396",48,13,1,21,7,6,25,23,5,32,11,7,15,17,22,2.18,14,8,4,2,8,34,"Zijden, Steden en Zichten"
"2543VK","BU05183396",81,16,12,25,21,7,42,39,11,47,23,22,21,23,41,1.98,24,11,5,3,22,57,"Zijden, Steden en Zichten"
"2543VL","BU05183396",45,11,5,12,13,4,20,25,5,31,9,11,15,8,21,2.14,15,7,2,3,9,30,"Zijden, Steden en Zichten"
"2543VM","BU05183396",35,8,1,10,11,5,19,16,8,18,9,11,11,6,15,2.33,11,6,3,2,4,24,"Zijden, Steden en Zichten"
"2543VN","BU05183396",49,14,2,15,12,6,29,20,6,27,16,16,13,8,21,2.33,15,8,5,2,6,34,"Zijden, Steden en Zichten"
"2543VP","BU05183396",60,18,5,17,13,7,35,25,9,37,14,21,12,12,25,2.4,21,8,6,3,8,39,"Zijden, Steden en Zichten"
"2543VR","BU05183396",36,8,6,8,11,3,16,20,2,23,11,12,9,9,16,2.25,14,5,1,3,7,22,"Zijden, Steden en Zichten"
"2543VT","BU05183396",20,4,2,5,6,3,12,8,3,12,5,6,4,7,9,2.22,7,3,1,2,3,13,"Zijden, Steden en Zichten"
"2543VV","BU05183396",5,1,0,3,1,0,2,3,1,3,1,3,1,0,3,1.67,1,1,0,0,2,4,"Zijden, Steden en Zichten"
"2543VW","BU05183396",14,4,0,4,6,0,8,6,2,8,4,2,5,3,6,2.33,4,1,3,1,1,10,"Zijden, Steden en Zichten"
"2543VX","BU05183396",29,7,8,7,3,4,14,15,3,17,9,10,5,6,9,3.22,13,5,2,0,2,16,"Zijden, Steden en Zichten"
"2543VZ","BU05183396",60,14,7,17,18,4,26,34,7,32,21,14,16,18,26,2.31,23,9,2,5,10,37,"Zijden, Steden en Zichten"
"2543XD","BU05183396",60,12,9,17,14,8,34,26,7,34,19,18,16,14,30,2,17,8,5,3,14,43,"Zijden, Steden en Zichten"
"2543XE","BU05183396",34,6,2,10,4,12,18,16,3,17,14,11,5,12,19,1.79,7,3,5,1,10,27,"Zijden, Steden en Zichten"
"2543XG","BU05183396",63,14,9,18,15,7,33,30,8,41,14,20,18,11,27,2.33,26,9,1,6,11,37,"Zijden, Steden en Zichten"
"2543XH","BU05183396",64,16,12,20,13,3,30,34,6,39,19,17,14,20,31,2.06,23,7,3,4,17,41,"Zijden, Steden en Zichten"
"2543XJ","BU05183396",47,8,9,12,10,8,25,22,7,31,9,14,13,10,24,1.96,13,5,5,3,11,34,"Zijden, Steden en Zichten"
"2543XK","BU05183396",56,13,8,19,13,3,28,28,13,33,10,11,20,14,25,2.24,20,6,5,4,10,36,"Zijden, Steden en Zichten"
"2543XL","BU05183396",48,9,4,18,13,4,25,23,6,32,10,11,17,12,23,2.09,14,8,3,1,11,34,"Zijden, Steden en Zichten"
"2543XM","BU05183396",50,14,5,20,5,6,24,26,6,31,13,15,8,14,21,2.38,17,7,5,3,6,33,"Zijden, Steden en Zichten"
"2543XN","BU05183396",57,11,8,19,13,6,23,34,9,36,12,17,16,14,29,1.97,18,6,4,5,14,39,"Zijden, Steden en Zichten"
"2543XP","BU05183396",30,5,2,6,8,9,17,13,2,17,11,8,11,6,16,1.88,8,4,2,1,9,22,"Zijden, Steden en Zichten"
"2543XR","BU05183396",45,6,2,14,16,7,21,24,6,29,10,19,11,11,25,1.8,10,5,5,4,11,35,"Zijden, Steden en Zichten"
"2543XS","BU05183396",28,4,0,14,6,4,13,15,5,16,7,8,12,4,15,1.87,4,3,6,0,6,24,"Zijden, Steden en Zichten"
"2543XT","BU05183396",52,8,7,16,9,12,27,25,7,31,14,12,16,14,26,2,14,5,7,4,10,38,"Zijden, Steden en Zichten"
"2543XV","BU05183396",11,2,0,2,3,4,6,5,2,5,4,3,3,3,5,2.2,3,1,2,1,1,8,"Zijden, Steden en Zichten"
"2543XW","BU05183396",10,3,2,1,2,2,8,2,1,3,6,3,5,0,5,2,5,0,0,2,3,5,"Zijden, Steden en Zichten"
"2543XX","BU05183396",7,1,0,1,2,3,4,3,0,2,5,0,1,5,5,1.4,1,0,1,1,3,6,"Zijden, Steden en Zichten"
"2544AA","BU05183489",17,1,2,10,2,2,5,12,2,11,4,4,6,6,14,1.21,2,0,1,1,12,15,"Morgenstond-Oost"
"2544AB","BU05183489",43,9,6,18,6,4,21,22,6,21,16,9,12,13,22,1.95,14,4,3,3,12,29,"Morgenstond-Oost"
"2544AC","BU05183489",47,5,5,13,13,11,20,27,3,27,17,14,17,11,25,1.88,11,5,6,1,13,36,"Morgenstond-Oost"
"2544AD","BU05183489",35,3,2,15,10,5,16,19,3,20,12,11,12,8,22,1.59,7,4,2,1,15,28,"Morgenstond-Oost"
"2544AE","BU05183489",30,5,4,10,6,5,17,13,3,20,7,8,6,10,15,2,8,6,1,0,8,22,"Morgenstond-Oost"
"2544AG","BU05183488",58,11,5,16,17,9,29,29,6,30,22,15,11,18,29,2,15,7,7,2,13,43,"Morgenstond-West"
"2544AH","BU05183488",42,8,4,17,8,5,21,21,6,25,11,12,16,7,23,1.83,10,4,5,4,10,32,"Morgenstond-West"
"2544AJ","BU05183488",69,17,4,14,15,19,41,28,4,41,24,16,18,19,34,2.03,21,7,7,4,16,48,"Morgenstond-West"
"2544AK","BU05183488",54,15,6,12,20,1,31,23,5,34,15,10,18,13,21,2.57,22,9,2,4,6,32,"Morgenstond-West"
"2544AL","BU05183488",44,12,3,12,11,6,24,20,5,29,10,12,8,13,21,2.1,13,4,6,2,9,31,"Morgenstond-West"
"2544AM","BU05183488",45,8,5,12,13,7,19,26,5,26,14,14,10,16,23,1.96,12,5,5,2,11,33,"Morgenstond-West"
"2544AN","BU05183488",50,8,3,15,11,13,29,21,6,25,19,14,19,10,25,2,11,4,10,3,8,39,"Morgenstond-West"
"2544AP","BU05183488",39,5,4,12,9,9,22,17,4,26,9,13,10,10,23,1.7,9,4,3,3,13,30,"Morgenstond-West"
"2544AR","BU05183488",60,10,8,15,17,10,29,31,5,36,19,15,21,15,25,2.4,20,7,8,5,5,40,"Morgenstond-West"
"2544AS","BU05183488",51,8,10,18,9,6,33,18,6,32,13,17,13,13,26,1.96,14,6,5,3,12,37,"Morgenstond-West"
"2544AT","BU05183488",46,7,7,10,17,5,23,23,4,32,10,13,15,11,25,1.84,12,5,4,3,13,34,"Morgenstond-West"
"2544AV","BU05183488",46,8,3,13,16,6,21,25,9,27,10,12,15,10,21,2.19,13,5,7,2,7,33,"Morgenstond-West"
"2544AW","BU05183488",51,12,9,11,14,5,24,27,7,25,19,12,17,11,22,2.32,20,6,3,4,9,31,"Morgenstond-West"
"2544AX","BU05183488",58,9,9,18,16,6,31,27,4,34,20,20,15,16,25,2.32,19,9,5,2,9,39,"Morgenstond-West"
"2544BA","BU05183489",37,7,4,14,11,1,21,16,5,19,13,15,5,12,19,1.95,11,4,3,2,10,26,"Morgenstond-Oost"
"2544BB","BU05183489",47,13,6,11,11,6,30,17,7,24,16,14,9,12,21,2.24,20,4,2,5,10,27,"Morgenstond-Oost"
"2544BC","BU05183489",51,7,4,15,18,7,28,23,5,22,24,16,18,13,27,1.89,13,6,5,3,13,38,"Morgenstond-Oost"
"2544BD","BU05183489",46,8,3,18,15,2,20,26,6,25,15,14,11,12,24,1.92,13,7,2,1,14,33,"Morgenstond-Oost"
"2544BE","BU05183488",51,9,4,20,14,4,28,23,3,33,15,15,12,15,28,1.82,12,5,6,1,16,39,"Morgenstond-West"
"2544BG","BU05183488",43,12,6,8,11,6,23,20,4,25,14,10,8,14,15,2.87,19,5,4,4,2,24,"Morgenstond-West"
"2544BH","BU05183488",45,11,5,15,6,8,24,21,6,25,14,21,8,6,22,2.05,15,5,3,4,10,30,"Morgenstond-West"
"2544BJ","BU05183488",28,11,2,6,8,1,15,13,2,17,9,6,7,6,13,2.15,12,3,0,2,8,16,"Morgenstond-West"
"2544BK","BU05183488",47,5,6,14,12,10,23,24,3,24,20,16,18,9,26,1.81,11,5,5,2,14,36,"Morgenstond-West"
"2544BL","BU05183488",42,9,3,13,12,5,20,22,3,29,10,9,9,17,17,2.47,12,10,3,0,4,30,"Morgenstond-West"
"2544BM","BU05183488",11,1,1,0,4,5,7,4,0,5,6,4,1,5,6,1.83,3,1,1,1,3,8,"Morgenstond-West"
"2544BN","BU05183488",242,51,28,62,55,46,129,113,29,120,93,58,71,64,120,2.02,76,28,18,14,60,166,"Morgenstond-West"
"2544BT","BU05183488",60,10,7,15,23,5,33,27,7,34,19,23,12,18,30,2,18,7,5,4,14,42,"Morgenstond-West"
"2544BV","BU05183488",179,38,19,53,44,25,99,80,26,93,60,44,55,48,88,2.03,57,23,11,14,40,122,"Morgenstond-West"
"2544CA","BU05183387",48,5,7,14,14,8,23,25,8,24,16,15,10,18,29,1.66,11,4,4,2,19,37,"Venen, Oorden en Raden"
"2544CB","BU05183387",61,9,5,16,20,11,28,33,7,43,11,21,13,21,33,1.85,14,8,6,2,17,47,"Venen, Oorden en Raden"
"2544CC","BU05183387",68,18,7,23,17,3,31,37,10,40,18,13,20,18,24,2.83,29,13,2,3,6,39,"Venen, Oorden en Raden"
"2544CD","BU05183387",42,6,7,14,9,6,26,16,6,29,7,9,7,20,23,1.83,13,5,1,3,14,29,"Venen, Oorden en Raden"
"2544CE","BU05183387",61,15,10,12,15,9,34,27,6,36,19,13,18,18,29,2.1,21,8,3,6,12,40,"Venen, Oorden en Raden"
"2544CG","BU05183387",48,14,7,17,8,2,26,22,4,28,16,10,14,13,20,2.4,17,8,3,2,7,31,"Venen, Oorden en Raden"
"2544CH","BU05183387",68,12,6,22,18,10,37,31,5,46,17,22,18,16,30,2.27,21,11,6,2,11,47,"Venen, Oorden en Raden"
"2544CJ","BU05183387",30,5,3,9,10,3,16,14,3,16,11,5,12,9,18,1.67,6,2,4,2,10,24,"Venen, Oorden en Raden"
"2544CK","BU05183387",55,12,8,12,12,11,28,27,8,30,17,9,17,18,26,2.12,19,5,5,6,10,36,"Venen, Oorden en Raden"
"2544CL","BU05183387",42,8,9,8,14,3,21,21,4,26,12,12,9,13,18,2.33,17,6,1,4,7,25,"Venen, Oorden en Raden"
"2544CM","BU05183387",61,15,7,17,15,7,34,27,4,40,17,13,14,23,28,2.18,21,8,4,4,12,40,"Venen, Oorden en Raden"
"2544CN","BU05183387",52,12,5,18,9,8,27,25,6,34,12,15,13,10,22,2.36,19,8,3,3,8,33,"Venen, Oorden en Raden"
"2544CP","BU05183387",62,13,10,13,17,9,31,31,8,38,16,19,20,14,28,2.21,23,9,2,2,15,39,"Venen, Oorden en Raden"
"2544CR","BU05183387",45,6,4,17,7,11,20,25,7,30,8,19,10,11,28,1.61,10,2,5,3,18,35,"Venen, Oorden en Raden"
"2544CS","BU05183387",90,23,11,27,15,14,40,50,11,59,20,26,23,23,35,2.57,36,16,3,3,13,54,"Venen, Oorden en Raden"
"2544CT","BU05183387",35,7,5,9,9,5,17,18,5,17,13,10,10,7,17,2.06,10,4,4,1,8,25,"Venen, Oorden en Raden"
"2544EA","BU05181785",36,8,2,10,9,7,20,16,20,15,1,10,10,10,21,1.71,9,3,3,3,12,27,"Kerketuinen en Zichtenburg"
"2544EC","BU05181785",1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,"Kerketuinen en Zichtenburg"
"2544EN","BU05181785",18,2,4,6,4,2,9,9,6,12,0,5,6,5,10,1.8,4,2,2,1,5,14,"Kerketuinen en Zichtenburg"
"2544GA","BU05183387",14,3,3,2,6,0,5,9,1,8,5,6,3,4,4,3.5,7,3,0,0,1,7,"Venen, Oorden en Raden"
"2544GB","BU05183387",61,9,10,20,16,6,31,30,6,41,14,16,21,19,29,2.1,18,9,5,4,11,43,"Venen, Oorden en Raden"
"2544GC","BU05183387",40,6,5,15,11,3,17,23,3,24,13,11,15,7,21,1.9,12,4,3,3,11,28,"Venen, Oorden en Raden"
"2544GD","BU05183387",23,2,5,12,3,1,10,13,5,14,4,7,7,8,14,1.64,2,2,5,0,7,21,"Venen, Oorden en Raden"
"2544GE","BU05183387",62,19,3,15,14,11,25,37,14,41,7,17,13,20,27,2.3,20,9,6,3,9,42,"Venen, Oorden en Raden"
"2544GG","BU05183387",33,7,5,11,3,7,20,13,3,19,11,6,9,11,17,1.94,8,3,5,1,8,25,"Venen, Oorden en Raden"
"2544GH","BU05183387",97,21,13,28,13,22,56,41,12,54,31,19,33,26,44,2.2,34,11,8,7,18,63,"Venen, Oorden en Raden"
"2544GJ","BU05183396",19,2,2,7,3,5,9,10,2,12,5,4,3,10,12,1.58,3,2,2,0,8,16,"Zijden, Steden en Zichten"
"2544GK","BU05183396",53,11,5,14,15,8,31,22,6,33,14,12,11,19,24,2.21,18,7,4,2,11,35,"Zijden, Steden en Zichten"
"2544GL","BU05183396",22,3,0,9,9,1,7,15,4,10,8,6,6,7,14,1.57,3,2,3,0,9,19,"Zijden, Steden en Zichten"
"2544GM","BU05183396",48,9,4,8,18,9,22,26,4,31,13,15,11,13,25,1.92,13,4,6,3,12,35,"Zijden, Steden en Zichten"
"2544GN","BU05183396",35,8,2,14,9,2,17,18,5,20,10,13,10,6,15,2.33,10,7,3,1,4,25,"Zijden, Steden en Zichten"
"2544GP","BU05183396",20,4,0,10,1,5,9,11,1,13,6,9,4,4,11,1.82,5,3,1,0,7,15,"Zijden, Steden en Zichten"
"2544GR","BU05183396",50,15,3,14,11,7,28,22,3,33,14,12,13,12,21,2.38,17,9,3,1,8,33,"Zijden, Steden en Zichten"
"2544GS","BU05183396",61,10,9,19,21,2,35,26,8,37,16,23,6,22,32,1.91,16,7,6,3,16,45,"Zijden, Steden en Zichten"
"2544GT","BU05183396",49,10,4,10,15,10,24,25,7,26,16,16,10,16,25,1.96,14,5,5,2,13,35,"Zijden, Steden en Zichten"
"2544GV","BU05183396",59,7,9,20,13,10,30,29,5,34,20,12,15,24,31,1.9,13,6,9,2,14,46,"Zijden, Steden en Zichten"
"2544GW","BU05183396",31,6,2,10,9,4,16,15,4,17,10,9,5,11,17,1.82,8,2,4,2,9,23,"Zijden, Steden en Zichten"
"2544GX","BU05183396",44,6,7,17,8,6,19,25,7,26,11,12,11,14,22,2,11,7,4,0,11,33,"Zijden, Steden en Zichten"
"2544GZ","BU05183396",44,12,5,12,9,6,20,24,7,24,13,16,10,6,19,2.32,15,6,4,1,8,29,"Zijden, Steden en Zichten"
"2544HA","BU05183396",45,8,0,22,9,6,17,28,4,34,7,11,10,17,24,1.88,11,6,4,1,13,34,"Zijden, Steden en Zichten"
"2544HB","BU05183396",22,4,4,7,6,1,13,9,2,15,5,5,5,8,9,2.44,8,3,2,1,3,14,"Zijden, Steden en Zichten"
"2544HC","BU05183387",38,9,5,12,7,5,21,17,5,25,8,13,8,8,14,2.71,15,6,3,2,3,23,"Venen, Oorden en Raden"
"2544HD","BU05183387",46,12,5,10,13,6,21,25,3,31,12,16,10,8,19,2.42,17,7,3,2,7,29,"Venen, Oorden en Raden"
"2544HE","BU05183387",44,9,6,12,13,4,21,23,4,29,11,14,11,11,19,2.32,16,9,0,0,10,28,"Venen, Oorden en Raden"
"2544HG","BU05183387",61,16,7,25,10,3,28,33,9,34,18,19,10,16,28,2.18,20,8,5,3,12,41,"Venen, Oorden en Raden"
"2544HJ","BU05183387",33,7,4,11,9,2,14,19,10,15,8,11,10,5,15,2.2,10,4,4,2,5,23,"Venen, Oorden en Raden"
"2544HK","BU05183387",30,6,4,12,6,2,15,15,5,19,6,6,7,12,13,2.31,9,4,4,1,4,21,"Venen, Oorden en Raden"
"2544HM","BU05183387",9,3,1,2,2,1,4,5,2,5,2,1,1,5,3,3,4,2,0,0,1,5,"Venen, Oorden en Raden"
"2544HN","BU05183387",50,10,8,12,15,5,24,26,5,36,9,15,14,12,21,2.38,17,8,4,1,8,33,"Venen, Oorden en Raden"
"2544HR","BU05183387",62,17,9,21,14,1,27,35,6,41,15,21,15,8,27,2.3,23,9,3,4,11,39,"Venen, Oorden en Raden"
"2544HS","BU05183387",55,13,10,14,15,3,27,28,9,30,16,22,9,10,22,2.5,22,10,1,1,10,33,"Venen, Oorden en Raden"
"2544HV","BU05183387",53,10,6,14,12,11,28,25,5,32,16,19,13,12,29,1.83,14,7,3,2,17,39,"Venen, Oorden en Raden"
"2544HX","BU05183387",16,6,2,2,5,1,8,8,2,11,3,6,2,2,5,3.2,9,2,0,2,1,7,"Venen, Oorden en Raden"
"2544HZ","BU05183387",24,3,7,5,7,2,12,12,2,19,3,9,3,8,13,1.85,6,3,2,2,6,18,"Venen, Oorden en Raden"
"2544JA","BU05183387",61,10,9,14,25,3,26,35,5,38,18,18,13,19,30,2.03,18,7,6,3,14,43,"Venen, Oorden en Raden"
"2544JB","BU05183387",39,5,7,12,13,2,20,19,4,22,13,12,10,12,21,1.86,10,5,3,1,12,29,"Venen, Oorden en Raden"
"2544JC","BU05183387",31,5,4,6,12,4,16,15,4,19,8,8,11,11,15,2.07,8,6,2,1,6,23,"Venen, Oorden en Raden"
"2544JD","BU05183387",46,8,7,13,10,8,21,25,6,29,11,17,6,15,23,2,15,7,1,3,12,31,"Venen, Oorden en Raden"
"2544JE","BU05183387",46,10,6,12,13,5,24,22,6,26,14,9,8,20,20,2.3,15,7,4,2,7,31,"Venen, Oorden en Raden"
"2544JG","BU05183387",45,13,5,13,3,11,21,24,6,28,11,13,14,6,21,2.14,15,5,4,4,8,30,"Venen, Oorden en Raden"
"2544JH","BU05183387",71,16,4,25,11,15,37,34,12,44,15,21,21,16,35,2.03,19,11,6,1,17,52,"Venen, Oorden en Raden"
"2544JJ","BU05183387",43,11,3,13,12,4,25,18,6,25,12,11,13,11,17,2.53,16,7,3,2,5,27,"Venen, Oorden en Raden"
"2544JK","BU05183387",52,13,6,16,9,8,27,25,4,34,14,15,13,13,21,2.48,18,10,3,1,7,34,"Venen, Oorden en Raden"
"2544JM","BU05183387",111,23,15,39,25,9,55,56,17,68,26,33,33,24,53,2.09,36,14,8,7,24,75,"Venen, Oorden en Raden"
