"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group","car_ownership"
13848,3,"BU05183637","couple_with_children","2533JR","income_2_10",0
13849,2,"BU05183637","single-parent","2533EW","income_7_10",1
13850,2,"BU05183637","single-parent","2533TD","income_10_10",0
13851,3,"BU05183637","couple_with_children","2533JP","income_1_10",0
13852,2,"BU05183637","single-parent","2533LH","income_10_10",1
13853,3,"BU05183637","couple_with_children","2533LK","income_10_10",0
13854,3,"BU05183637","couple_with_children","2533JC","income_3_10",0
13855,3,"BU05183637","couple_with_children","2533HE","income_9_10",0
13856,3,"BU05183637","couple_with_children","2533XT","income_9_10",0
13857,3,"BU05183637","couple_with_children","2533XR","income_1_10",0
13858,2,"BU05183637","single-parent","2533EM","income_1_10",0
13859,3,"BU05183637","couple_with_children","2533VT","income_3_10",0
13860,3,"BU05183637","couple_with_children","2533JT","income_10_10",0
13861,3,"BU05183637","couple_with_children","2533KR","income_8_10",0
13862,3,"BU05183637","couple_with_children","2533HT","income_6_10",0
13863,3,"BU05183637","couple_with_children","2533ET","income_7_10",0
13864,3,"BU05183637","couple_with_children","2533GL","income_6_10",0
13865,2,"BU05183637","single-parent","2533KT","income_5_10",1
13866,2,"BU05183637","single-parent","2533HX","income_4_10",0
13867,3,"BU05183637","couple_with_children","2533ER","income_9_10",0
13868,2,"BU05183637","single-parent","2533HH","income_1_10",0
13869,3,"BU05183637","couple_with_children","2533HD","income_8_10",0
13870,3,"BU05183637","couple_with_children","2532RS","income_3_10",0
13871,3,"BU05183637","couple_with_children","2533GX","income_10_10",0
13872,3,"BU05183637","couple_with_children","2532RG","income_10_10",0
13873,3,"BU05183637","couple_with_children","2532RG","income_1_10",0
13874,3,"BU05183637","couple_with_children","2533GJ","income_10_10",0
13875,3,"BU05183637","couple_with_children","2533KT","income_9_10",0
13876,3,"BU05183637","couple_with_children","2532RG","income_9_10",0
13877,2,"BU05183637","single-parent","2533TJ","income_1_10",1
13878,3,"BU05183637","couple_with_children","2532RH","income_4_10",0
13879,3,"BU05183637","couple_with_children","2532RP","income_6_10",0
13880,3,"BU05183637","couple_with_children","2533VP","income_10_10",0
13881,3,"BU05183637","couple_with_children","2533KG","income_6_10",0
13882,3,"BU05183637","couple_with_children","2533KK","income_10_10",0
13883,2,"BU05183637","single-parent","2533TE","income_4_10",0
13884,3,"BU05183637","couple_with_children","2533EL","income_5_10",0
13885,3,"BU05183637","couple_with_children","2533XT","income_3_10",0
13886,3,"BU05183637","couple_with_children","2533LH","income_7_10",0
13887,2,"BU05183637","single-parent","2533KD","income_6_10",1
13888,3,"BU05183637","couple_with_children","2533TX","income_10_10",0
13889,2,"BU05183637","single-parent","2533KS","income_5_10",0
13890,3,"BU05183637","couple_with_children","2533GJ","income_5_10",0
13891,3,"BU05183637","couple_with_children","2533TX","income_8_10",0
13892,3,"BU05183637","couple_with_children","2533HR","income_6_10",0
13893,3,"BU05183637","couple_with_children","2533KE","income_4_10",0
13894,2,"BU05183637","single-parent","2533KE","income_1_10",0
13895,3,"BU05183637","couple_with_children","2533ER","income_9_10",0
13896,3,"BU05183637","couple_with_children","2533JJ","income_3_10",0
13897,3,"BU05183637","couple_with_children","2533GN","income_4_10",0
13898,3,"BU05183637","couple_with_children","2533LL","income_2_10",0
13899,3,"BU05183637","couple_with_children","2532RM","income_10_10",0
13900,3,"BU05183637","couple_with_children","2533KK","income_8_10",0
13901,3,"BU05183637","couple_with_children","2533HX","income_4_10",0
13902,3,"BU05183637","couple_with_children","2531TE","income_7_10",0
13903,2,"BU05183637","single-parent","2533XZ","income_4_10",0
13904,3,"BU05183637","couple_with_children","2533SG","income_8_10",0
13905,3,"BU05183637","couple_with_children","2533KS","income_5_10",0
13906,3,"BU05183637","couple_with_children","2533SG","income_4_10",0
13907,3,"BU05183637","couple_with_children","2533XT","income_6_10",0
13908,3,"BU05183637","couple_with_children","2533KA","income_3_10",0
13909,3,"BU05183637","couple_with_children","2533GV","income_3_10",0
13910,2,"BU05183637","single-parent","2533KE","income_2_10",0
13911,2,"BU05183637","single-parent","2533KD","income_2_10",0
13912,3,"BU05183637","couple_with_children","2533KC","income_2_10",0
13913,3,"BU05183637","couple_with_children","2532RP","income_8_10",0
13914,3,"BU05183637","couple_with_children","2532RG","income_1_10",0
13915,3,"BU05183637","couple_with_children","2533TM","income_10_10",0
13916,3,"BU05183637","couple_with_children","2533VW","income_10_10",0
13917,3,"BU05183637","couple_with_children","2533LA","income_8_10",0
13918,3,"BU05183637","couple_with_children","2533GD","income_10_10",0
13919,3,"BU05183637","couple_with_children","2533HN","income_10_10",0
13920,2,"BU05183637","single-parent","2533JD","income_1_10",0
13921,3,"BU05183637","couple_with_children","2533KG","income_9_10",0
13922,3,"BU05183637","couple_with_children","2532RG","income_3_10",0
13923,3,"BU05183637","couple_with_children","2533KV","income_10_10",0
13924,3,"BU05183637","couple_with_children","2533EH","income_4_10",0
13925,3,"BU05183637","couple_with_children","2533XX","income_6_10",0
13926,3,"BU05183637","couple_with_children","2533VC","income_7_10",0
13927,2,"BU05183637","single-parent","2533KX","income_2_10",1
13928,3,"BU05183637","couple_with_children","2533EL","income_9_10",0
13929,3,"BU05183637","couple_with_children","2531TA","income_3_10",0
13930,3,"BU05183637","couple_with_children","2533LN","income_10_10",0
13931,3,"BU05183637","couple_with_children","2533TL","income_10_10",0
13932,3,"BU05183637","couple_with_children","2533HW","income_5_10",0
13933,2,"BU05183637","single-parent","2533GW","income_1_10",1
13934,3,"BU05183637","couple_with_children","2533LA","income_1_10",0
13935,3,"BU05183637","couple_with_children","2533KL","income_5_10",0
13936,3,"BU05183637","couple_with_children","2533EV","income_3_10",0
13937,2,"BU05183637","single-parent","2533TS","income_2_10",0
13938,3,"BU05183637","couple_with_children","2533VP","income_10_10",0
13939,3,"BU05183637","couple_with_children","2533GV","income_5_10",0
13940,2,"BU05183637","single-parent","2533GB","income_4_10",0
13941,2,"BU05183637","single-parent","2533KA","income_4_10",1
13942,2,"BU05183637","single-parent","2533SL","income_8_10",1
13943,3,"BU05183637","couple_with_children","2533KR","income_10_10",0
13944,3,"BU05183637","couple_with_children","2532RX","income_3_10",0
13945,2,"BU05183637","single-parent","2533KD","income_4_10",0
13946,2,"BU05183637","single-parent","2533HS","income_1_10",1
13947,3,"BU05183637","couple_with_children","2533GN","income_5_10",0
13948,2,"BU05183637","single-parent","2532RL","income_4_10",1
13949,2,"BU05183637","single-parent","2533LL","income_1_10",1
13950,3,"BU05183637","couple_with_children","2533TN","income_1_10",0
13951,2,"BU05183637","single-parent","2533KN","income_1_10",1
13952,3,"BU05183637","couple_with_children","2533JL","income_1_10",0
13953,3,"BU05183637","couple_with_children","2533HN","income_4_10",0
13954,3,"BU05183637","couple_with_children","2533EK","income_9_10",0
13955,2,"BU05183637","single-parent","2532RL","income_9_10",1
13956,3,"BU05183637","couple_with_children","2533EJ","income_5_10",0
13957,2,"BU05183637","single-parent","2533JT","income_2_10",1
13958,3,"BU05183637","couple_with_children","2533JB","income_1_10",0
13959,3,"BU05183637","couple_with_children","2532RP","income_9_10",0
13960,3,"BU05183637","couple_with_children","2533LB","income_4_10",0
13961,3,"BU05183637","couple_with_children","2533KJ","income_7_10",0
13962,2,"BU05183637","single-parent","2533KH","income_2_10",0
13963,2,"BU05183637","single-parent","2532RG","income_3_10",0
13964,3,"BU05183637","couple_with_children","2532RM","income_8_10",0
13965,3,"BU05183637","couple_with_children","2533VE","income_7_10",0
13966,3,"BU05183637","couple_with_children","2533LM","income_1_10",0
13967,3,"BU05183637","couple_with_children","2533KA","income_9_10",0
13968,3,"BU05183637","couple_with_children","2533GR","income_5_10",0
13969,2,"BU05183637","single-parent","2533HS","income_7_10",1
13970,3,"BU05183637","couple_with_children","2531TB","income_10_10",0
13971,3,"BU05183637","couple_with_children","2533XX","income_10_10",0
13972,2,"BU05183637","single-parent","2533JV","income_3_10",1
13973,3,"BU05183637","couple_with_children","2533LA","income_8_10",0
13974,2,"BU05183637","single-parent","2533GB","income_2_10",1
13975,3,"BU05183637","couple_with_children","2533GZ","income_4_10",0
13976,2,"BU05183637","single-parent","2533TL","income_7_10",1
13977,3,"BU05183637","couple_with_children","2533XV","income_8_10",0
13978,2,"BU05183637","single-parent","2533ER","income_3_10",1
13979,2,"BU05183637","single-parent","2533ES","income_6_10",1
13980,3,"BU05183637","couple_with_children","2531TE","income_8_10",0
13981,3,"BU05183637","couple_with_children","2533KP","income_1_10",0
13982,3,"BU05183637","couple_with_children","2533KN","income_5_10",0
13983,3,"BU05183637","couple_with_children","2533KV","income_6_10",0
13984,3,"BU05183637","couple_with_children","2533JJ","income_5_10",0
13985,3,"BU05183637","couple_with_children","2533VC","income_9_10",0
13986,3,"BU05183637","couple_with_children","2533KP","income_8_10",0
13987,3,"BU05183637","couple_with_children","2533JN","income_7_10",0
13988,3,"BU05183637","couple_with_children","2532RM","income_9_10",0
13989,3,"BU05183637","couple_with_children","2533JA","income_8_10",0
13990,3,"BU05183637","couple_with_children","2532RS","income_8_10",0
13991,3,"BU05183637","couple_with_children","2533LE","income_7_10",0
13992,2,"BU05183637","single-parent","2533TV","income_1_10",1
13993,3,"BU05183637","couple_with_children","2533GT","income_4_10",0
13994,3,"BU05183637","couple_with_children","2531TB","income_9_10",0
13995,3,"BU05183637","couple_with_children","2533XR","income_1_10",0
13996,2,"BU05183637","single-parent","2533EN","income_2_10",1
13997,2,"BU05183637","single-parent","2533LP","income_8_10",0
13998,3,"BU05183637","couple_with_children","2531TA","income_5_10",0
13999,3,"BU05183637","couple_with_children","2533VW","income_8_10",0
14000,3,"BU05183637","couple_with_children","2533TW","income_7_10",0
14001,2,"BU05183637","single-parent","2533LE","income_2_10",1
14002,2,"BU05183637","single-parent","2533VN","income_3_10",0
14003,3,"BU05183637","couple_with_children","2533KR","income_4_10",0
14004,2,"BU05183637","single-parent","2532RG","income_7_10",1
14005,2,"BU05183637","single-parent","2533XZ","income_2_10",1
14006,2,"BU05183637","single-parent","2532RG","income_6_10",1
14007,2,"BU05183637","single-parent","2532RG","income_1_10",1
14008,3,"BU05183637","couple_with_children","2533KR","income_5_10",0
14009,3,"BU05183637","couple_with_children","2533LM","income_10_10",0
14010,2,"BU05183637","single-parent","2533XP","income_9_10",1
14011,3,"BU05183637","couple_with_children","2531TD","income_10_10",0
14012,2,"BU05183637","single-parent","2533JK","income_1_10",0
14013,2,"BU05183637","single-parent","2533TT","income_3_10",1
14014,3,"BU05183637","couple_with_children","2533VR","income_10_10",0
14015,3,"BU05183637","couple_with_children","2533SJ","income_10_10",0
14016,3,"BU05183637","couple_with_children","2533TH","income_8_10",0
14017,3,"BU05183637","couple_with_children","2533GE","income_7_10",0
14018,3,"BU05183637","couple_with_children","2533VJ","income_3_10",0
14019,3,"BU05183637","couple_with_children","2533HJ","income_2_10",0
14020,2,"BU05183637","single-parent","2533KH","income_6_10",1
14021,3,"BU05183637","couple_with_children","2533HV","income_4_10",0
14022,2,"BU05183637","single-parent","2533HR","income_1_10",0
14023,3,"BU05183637","couple_with_children","2532RK","income_9_10",0
14024,3,"BU05183637","couple_with_children","2532RL","income_7_10",0
14025,3,"BU05183637","couple_with_children","2533JA","income_10_10",0
14026,3,"BU05183637","couple_with_children","2532RG","income_5_10",0
14027,3,"BU05183637","couple_with_children","2533GT","income_7_10",0
14028,3,"BU05183637","couple_with_children","2532RG","income_10_10",0
14029,3,"BU05183637","couple_with_children","2532RK","income_7_10",0
14030,3,"BU05183637","couple_with_children","2533SG","income_4_10",0
14031,3,"BU05183637","couple_with_children","2533GN","income_9_10",0
14032,3,"BU05183637","couple_with_children","2533KM","income_8_10",0
14033,2,"BU05183637","single-parent","2533LK","income_2_10",0
14034,3,"BU05183637","couple_with_children","2533LC","income_9_10",0
14035,3,"BU05183637","couple_with_children","2533TN","income_4_10",0
14036,2,"BU05183637","single-parent","2533KB","income_10_10",1
14037,2,"BU05183637","single-parent","2533LB","income_5_10",1
14038,2,"BU05183637","single-parent","2532RG","income_7_10",0
14039,3,"BU05183637","couple_with_children","2533HP","income_8_10",0
14040,3,"BU05183637","couple_with_children","2533GV","income_6_10",0
14041,3,"BU05183637","couple_with_children","2533EK","income_10_10",0
14042,2,"BU05183637","single-parent","2533GH","income_2_10",1
14043,3,"BU05183637","couple_with_children","2533GX","income_9_10",0
14044,2,"BU05183637","single-parent","2533GS","income_1_10",0
14045,2,"BU05183637","single-parent","2533SM","income_7_10",1
14046,3,"BU05183637","couple_with_children","2533XR","income_8_10",0
14047,3,"BU05183637","couple_with_children","2532RG","income_8_10",0
14048,3,"BU05183637","couple_with_children","2533KW","income_10_10",0
14049,2,"BU05183637","single-parent","2533VH","income_7_10",0
14050,3,"BU05183637","couple_with_children","2533KA","income_1_10",0
14051,3,"BU05183637","couple_with_children","2533VE","income_7_10",0
14052,3,"BU05183637","couple_with_children","2533EP","income_10_10",0
14053,3,"BU05183637","couple_with_children","2533KD","income_8_10",0
14054,3,"BU05183637","couple_with_children","2533EK","income_10_10",0
14055,3,"BU05183637","couple_with_children","2533JN","income_7_10",0
14056,3,"BU05183637","couple_with_children","2533VP","income_2_10",0
14057,3,"BU05183637","couple_with_children","2533VD","income_9_10",0
14058,3,"BU05183637","couple_with_children","2533KB","income_9_10",0
14059,2,"BU05183637","single-parent","2533KG","income_3_10",0
14060,3,"BU05183637","couple_with_children","2533LH","income_4_10",0
14061,3,"BU05183637","couple_with_children","2533TL","income_9_10",0
14062,3,"BU05183637","couple_with_children","2533TK","income_1_10",0
14063,2,"BU05183637","single-parent","2533KH","income_8_10",1
14064,3,"BU05183637","couple_with_children","2532RJ","income_10_10",0
14065,2,"BU05183637","single-parent","2533GA","income_6_10",1
14066,3,"BU05183637","couple_with_children","2533KP","income_8_10",0
14067,3,"BU05183637","couple_with_children","2533KP","income_2_10",0
14068,3,"BU05183637","couple_with_children","2533KL","income_9_10",0
14069,3,"BU05183637","couple_with_children","2533GH","income_6_10",0
14070,2,"BU05183637","single-parent","2533EP","income_1_10",0
14071,3,"BU05183637","couple_with_children","2533JV","income_8_10",0
14072,3,"BU05183637","couple_with_children","2533KB","income_4_10",0
14073,2,"BU05183637","single-parent","2533TT","income_6_10",0
14074,3,"BU05183637","couple_with_children","2533VG","income_1_10",0
14075,3,"BU05183637","couple_with_children","2532RG","income_8_10",0
