"","agent_ID","age_group","neighb_code","age"
"7369","Agent_7369","age_25_45","BU05183284",42
"25028","Agent_25028","age_0_15","BU05183396",13
"28579","Agent_28579","age_25_45","BU05183396",32
"9714","Agent_9714","age_45_65","BU05183284",47
"27629","Agent_27629","age_25_45","BU05183396",27
"70952","Agent_70952","age_25_45","BU05183638",39
"66849","Agent_66849","age_over65","BU05183620",70
"39870","Agent_39870","age_45_65","BU05183398",64
"41793","Agent_41793","age_over65","BU05183398",73
"18892","Agent_18892","age_25_45","BU05183387",40
"34901","Agent_34901","age_15_25","BU05183398",19
"2027","Agent_2027","age_0_15","BU05183284",5
"75437","Agent_75437","age_15_25","BU05183639",23
"23017","Agent_23017","age_over65","BU05183387",67
"26096","Agent_26096","age_15_25","BU05183396",24
"55040","Agent_55040","age_45_65","BU05183488",55
"32242","Agent_32242","age_0_15","BU05183398",10
"53836","Agent_53836","age_25_45","BU05183488",44
"24780","Agent_24780","age_0_15","BU05183396",11
"71216","Agent_71216","age_25_45","BU05183638",38
"27888","Agent_27888","age_25_45","BU05183396",35
"16135","Agent_16135","age_0_15","BU05183387",7
"45567","Agent_45567","age_15_25","BU05183480",24
"4204","Agent_4204","age_25_45","BU05183284",42
"74101","Agent_74101","age_0_15","BU05183639",1
"55822","Agent_55822","age_45_65","BU05183488",59
"68532","Agent_68532","age_15_25","BU05183638",24
"49707","Agent_49707","age_over65","BU05183480",78
"54004","Agent_54004","age_25_45","BU05183488",35
"31853","Agent_31853","age_0_15","BU05183398",1
"41452","Agent_41452","age_over65","BU05183398",90
"3101","Agent_3101","age_15_25","BU05183284",15
"334","Agent_334","age_0_15","BU05183284",9
"60142","Agent_60142","age_25_45","BU05183489",33
"4692","Agent_4692","age_25_45","BU05183284",40
"76586","Agent_76586","age_25_45","BU05183639",40
"28222","Agent_28222","age_25_45","BU05183396",43
"45229","Agent_45229","age_0_15","BU05183480",2
"4242","Agent_4242","age_25_45","BU05183284",26
"60835","Agent_60835","age_25_45","BU05183489",44
"63725","Agent_63725","age_0_15","BU05183620",14
"39901","Agent_39901","age_45_65","BU05183398",55
"30988","Agent_30988","age_over65","BU05183396",77
"62281","Agent_62281","age_45_65","BU05183489",62
"3432","Agent_3432","age_15_25","BU05183284",19
"7336","Agent_7336","age_25_45","BU05183284",38
"22232","Agent_22232","age_45_65","BU05183387",53
"74672","Agent_74672","age_0_15","BU05183639",9
"56880","Agent_56880","age_over65","BU05183488",75
"45411","Agent_45411","age_15_25","BU05183480",22
"55492","Agent_55492","age_45_65","BU05183488",54
"26950","Agent_26950","age_25_45","BU05183396",32
"35393","Agent_35393","age_25_45","BU05183398",29
"2984","Agent_2984","age_15_25","BU05183284",20
"600","Agent_600","age_0_15","BU05183284",7
"59588","Agent_59588","age_25_45","BU05183489",42
"73040","Agent_73040","age_45_65","BU05183638",59
"27737","Agent_27737","age_25_45","BU05183396",26
"27437","Agent_27437","age_25_45","BU05183396",36
"20276","Agent_20276","age_25_45","BU05183387",34
"56649","Agent_56649","age_45_65","BU05183488",51
"70710","Agent_70710","age_25_45","BU05183638",29
"9151","Agent_9151","age_45_65","BU05183284",46
"43607","Agent_43607","age_over65","BU05183399",79
"19833","Agent_19833","age_25_45","BU05183387",40
"44104","Agent_44104","age_over65","BU05183399",76
"53418","Agent_53418","age_25_45","BU05183488",32
"75753","Agent_75753","age_25_45","BU05183639",40
"46453","Agent_46453","age_25_45","BU05183480",41
"2939","Agent_2939","age_15_25","BU05183284",19
"48722","Agent_48722","age_45_65","BU05183480",58
"17299","Agent_17299","age_15_25","BU05183387",22
"30760","Agent_30760","age_over65","BU05183396",97
"54891","Agent_54891","age_25_45","BU05183488",44
"73986","Agent_73986","age_0_15","BU05183639",8
"12131","Agent_12131","age_45_65","BU05183284",57
"13553","Agent_13553","age_over65","BU05183284",72
"50882","Agent_50882","age_0_15","BU05183488",9
"66561","Agent_66561","age_over65","BU05183620",76
"6810","Agent_6810","age_25_45","BU05183284",28
"20943","Agent_20943","age_45_65","BU05183387",46
"69050","Agent_69050","age_15_25","BU05183638",21
"60443","Agent_60443","age_25_45","BU05183489",40
"61767","Agent_61767","age_45_65","BU05183489",49
"27178","Agent_27178","age_25_45","BU05183396",34
"12487","Agent_12487","age_over65","BU05183284",67
"23386","Agent_23386","age_over65","BU05183387",74
"36770","Agent_36770","age_25_45","BU05183398",37
"3732","Agent_3732","age_15_25","BU05183284",21
"64760","Agent_64760","age_25_45","BU05183620",33
"50168","Agent_50168","age_over65","BU05183480",66
"69959","Agent_69959","age_25_45","BU05183638",38
"15400","Agent_15400","age_0_15","BU05183387",11
"53826","Agent_53826","age_25_45","BU05183488",27
"42308","Agent_42308","age_over65","BU05183398",76
"37940","Agent_37940","age_25_45","BU05183398",33
"52478","Agent_52478","age_15_25","BU05183488",19
"11774","Agent_11774","age_45_65","BU05183284",48
"65516","Agent_65516","age_25_45","BU05183620",28
"27101","Agent_27101","age_25_45","BU05183396",33
"29848","Agent_29848","age_45_65","BU05183396",56
"36158","Agent_36158","age_25_45","BU05183398",32
"18781","Agent_18781","age_25_45","BU05183387",30
"36530","Agent_36530","age_25_45","BU05183398",40
"62759","Agent_62759","age_over65","BU05183489",82
"39624","Agent_39624","age_45_65","BU05183398",59
"8258","Agent_8258","age_25_45","BU05183284",39
"72643","Agent_72643","age_45_65","BU05183638",63
"52331","Agent_52331","age_15_25","BU05183488",22
"35152","Agent_35152","age_15_25","BU05183398",17
"22150","Agent_22150","age_45_65","BU05183387",51
"17515","Agent_17515","age_15_25","BU05183387",23
"1488","Agent_1488","age_0_15","BU05183284",12
"51716","Agent_51716","age_0_15","BU05183488",4
"51455","Agent_51455","age_0_15","BU05183488",12
"49547","Agent_49547","age_45_65","BU05183480",46
"25535","Agent_25535","age_15_25","BU05183396",24
"12462","Agent_12462","age_over65","BU05183284",66
"52708","Agent_52708","age_25_45","BU05183488",39
"51001","Agent_51001","age_0_15","BU05183488",1
"18450","Agent_18450","age_25_45","BU05183387",41
"4803","Agent_4803","age_25_45","BU05183284",34
"8737","Agent_8737","age_45_65","BU05183284",45
"74905","Agent_74905","age_0_15","BU05183639",11
"13235","Agent_13235","age_over65","BU05183284",72
"39412","Agent_39412","age_45_65","BU05183398",48
"48801","Agent_48801","age_45_65","BU05183480",51
"7021","Agent_7021","age_25_45","BU05183284",32
"44847","Agent_44847","age_0_15","BU05183480",5
"57546","Agent_57546","age_over65","BU05183488",74
"64318","Agent_64318","age_15_25","BU05183620",15
"58299","Agent_58299","age_0_15","BU05183489",3
"45985","Agent_45985","age_25_45","BU05183480",33
"64172","Agent_64172","age_0_15","BU05183620",5
"64191","Agent_64191","age_0_15","BU05183620",14
"12804","Agent_12804","age_over65","BU05183284",65
"10299","Agent_10299","age_45_65","BU05183284",52
"75761","Agent_75761","age_25_45","BU05183639",38
"55919","Agent_55919","age_45_65","BU05183488",58
"40745","Agent_40745","age_45_65","BU05183398",59
"43157","Agent_43157","age_45_65","BU05183399",56
"6917","Agent_6917","age_25_45","BU05183284",35
"12702","Agent_12702","age_over65","BU05183284",70
"46908","Agent_46908","age_25_45","BU05183480",38
"54243","Agent_54243","age_25_45","BU05183488",42
"307","Agent_307","age_0_15","BU05183284",4
"44449","Agent_44449","age_0_15","BU05183480",8
"9544","Agent_9544","age_45_65","BU05183284",49
"14044","Agent_14044","age_over65","BU05183284",68
"77791","Agent_77791","age_45_65","BU05183639",61
"15521","Agent_15521","age_0_15","BU05183387",11
"52381","Agent_52381","age_15_25","BU05183488",17
"14379","Agent_14379","age_over65","BU05183284",67
"46781","Agent_46781","age_25_45","BU05183480",42
"44310","Agent_44310","age_0_15","BU05183480",14
"58910","Agent_58910","age_15_25","BU05183489",19
"58671","Agent_58671","age_0_15","BU05183489",4
"35016","Agent_35016","age_15_25","BU05183398",19
"20743","Agent_20743","age_45_65","BU05183387",45
"8797","Agent_8797","age_45_65","BU05183284",57
"7686","Agent_7686","age_25_45","BU05183284",33
"11271","Agent_11271","age_45_65","BU05183284",46
"44286","Agent_44286","age_0_15","BU05183480",13
"11435","Agent_11435","age_45_65","BU05183284",46
"75276","Agent_75276","age_15_25","BU05183639",21
"25676","Agent_25676","age_15_25","BU05183396",20
"6965","Agent_6965","age_25_45","BU05183284",35
"43263","Agent_43263","age_45_65","BU05183399",51
"26565","Agent_26565","age_25_45","BU05183396",35
"14078","Agent_14078","age_over65","BU05183284",72
"54787","Agent_54787","age_25_45","BU05183488",39
"1100","Agent_1100","age_0_15","BU05183284",6
"63027","Agent_63027","age_over65","BU05183489",80
"68252","Agent_68252","age_15_25","BU05183638",24
"66019","Agent_66019","age_45_65","BU05183620",56
"60689","Agent_60689","age_25_45","BU05183489",37
"17744","Agent_17744","age_15_25","BU05183387",23
"67047","Agent_67047","age_0_15","BU05183638",13
"32390","Agent_32390","age_0_15","BU05183398",3
"18100","Agent_18100","age_25_45","BU05183387",34
"23840","Agent_23840","age_0_15","BU05183396",12
"43192","Agent_43192","age_45_65","BU05183399",57
"59392","Agent_59392","age_25_45","BU05183489",27
"43502","Agent_43502","age_45_65","BU05183399",63
"7659","Agent_7659","age_25_45","BU05183284",31
"58329","Agent_58329","age_0_15","BU05183489",7
"61510","Agent_61510","age_45_65","BU05183489",51
"12814","Agent_12814","age_over65","BU05183284",66
"9174","Agent_9174","age_45_65","BU05183284",46
"7267","Agent_7267","age_25_45","BU05183284",33
"13527","Agent_13527","age_over65","BU05183284",96
"3722","Agent_3722","age_15_25","BU05183284",17
"38258","Agent_38258","age_25_45","BU05183398",37
"67508","Agent_67508","age_0_15","BU05183638",10
"31343","Agent_31343","age_over65","BU05183396",91
"45426","Agent_45426","age_15_25","BU05183480",20
"75258","Agent_75258","age_15_25","BU05183639",24
"73744","Agent_73744","age_over65","BU05183638",87
"61409","Agent_61409","age_45_65","BU05183489",62
"28389","Agent_28389","age_25_45","BU05183396",25
"74439","Agent_74439","age_0_15","BU05183639",5
"41835","Agent_41835","age_over65","BU05183398",70
"56901","Agent_56901","age_over65","BU05183488",77
"18168","Agent_18168","age_25_45","BU05183387",33
"26324","Agent_26324","age_15_25","BU05183396",20
"41267","Agent_41267","age_over65","BU05183398",72
"75776","Agent_75776","age_25_45","BU05183639",31
"71648","Agent_71648","age_45_65","BU05183638",57
"17132","Agent_17132","age_15_25","BU05183387",18
"62199","Agent_62199","age_45_65","BU05183489",49
"57670","Agent_57670","age_over65","BU05183488",70
"55237","Agent_55237","age_45_65","BU05183488",45
"75595","Agent_75595","age_25_45","BU05183639",27
"78425","Agent_78425","age_over65","BU05183639",69
"22063","Agent_22063","age_45_65","BU05183387",45
"72088","Agent_72088","age_45_65","BU05183638",64
"46242","Agent_46242","age_25_45","BU05183480",26
"52903","Agent_52903","age_25_45","BU05183488",37
"70602","Agent_70602","age_25_45","BU05183638",42
"44298","Agent_44298","age_0_15","BU05183480",14
"71312","Agent_71312","age_25_45","BU05183638",41
"45912","Agent_45912","age_15_25","BU05183480",24
"69978","Agent_69978","age_25_45","BU05183638",29
"66229","Agent_66229","age_45_65","BU05183620",53
"19713","Agent_19713","age_25_45","BU05183387",34
"7108","Agent_7108","age_25_45","BU05183284",26
"10108","Agent_10108","age_45_65","BU05183284",52
"76846","Agent_76846","age_25_45","BU05183639",43
"39798","Agent_39798","age_45_65","BU05183398",57
"14652","Agent_14652","age_over65","BU05183284",65
"326","Agent_326","age_0_15","BU05183284",13
"72560","Agent_72560","age_45_65","BU05183638",63
"55548","Agent_55548","age_45_65","BU05183488",48
"15934","Agent_15934","age_0_15","BU05183387",10
"51724","Agent_51724","age_0_15","BU05183488",2
"12999","Agent_12999","age_over65","BU05183284",93
"33170","Agent_33170","age_0_15","BU05183398",8
"74797","Agent_74797","age_0_15","BU05183639",13
"3957","Agent_3957","age_25_45","BU05183284",26
"49415","Agent_49415","age_45_65","BU05183480",57
"20255","Agent_20255","age_25_45","BU05183387",37
"57398","Agent_57398","age_over65","BU05183488",70
"24044","Agent_24044","age_0_15","BU05183396",4
"12683","Agent_12683","age_over65","BU05183284",92
"71326","Agent_71326","age_25_45","BU05183638",39
"43866","Agent_43866","age_over65","BU05183399",71
"40886","Agent_40886","age_over65","BU05183398",85
"9286","Agent_9286","age_45_65","BU05183284",51
"18863","Agent_18863","age_25_45","BU05183387",29
"21418","Agent_21418","age_45_65","BU05183387",47
"19884","Agent_19884","age_25_45","BU05183387",31
"66912","Agent_66912","age_0_15","BU05183638",9
"33118","Agent_33118","age_0_15","BU05183398",7
"62974","Agent_62974","age_over65","BU05183489",71
"32382","Agent_32382","age_0_15","BU05183398",11
"7931","Agent_7931","age_25_45","BU05183284",30
"32636","Agent_32636","age_0_15","BU05183398",11
"16107","Agent_16107","age_0_15","BU05183387",10
"2457","Agent_2457","age_15_25","BU05183284",15
"66436","Agent_66436","age_45_65","BU05183620",53
"21412","Agent_21412","age_45_65","BU05183387",46
"19419","Agent_19419","age_25_45","BU05183387",44
"48687","Agent_48687","age_45_65","BU05183480",55
"67227","Agent_67227","age_0_15","BU05183638",13
"65135","Agent_65135","age_25_45","BU05183620",30
"38256","Agent_38256","age_25_45","BU05183398",29
"78374","Agent_78374","age_over65","BU05183639",66
"50871","Agent_50871","age_0_15","BU05183488",8
"66649","Agent_66649","age_over65","BU05183620",65
"51010","Agent_51010","age_0_15","BU05183488",3
"45924","Agent_45924","age_15_25","BU05183480",23
"27890","Agent_27890","age_25_45","BU05183396",39
"41585","Agent_41585","age_over65","BU05183398",66
"21852","Agent_21852","age_45_65","BU05183387",49
"24781","Agent_24781","age_0_15","BU05183396",6
"3615","Agent_3615","age_15_25","BU05183284",23
"23139","Agent_23139","age_over65","BU05183387",70
"63439","Agent_63439","age_over65","BU05183489",79
"24761","Agent_24761","age_0_15","BU05183396",4
"337","Agent_337","age_0_15","BU05183284",13
"40142","Agent_40142","age_45_65","BU05183398",51
"73940","Agent_73940","age_0_15","BU05183639",5
"73686","Agent_73686","age_over65","BU05183638",69
"66567","Agent_66567","age_over65","BU05183620",93
"61142","Agent_61142","age_25_45","BU05183489",42
"10640","Agent_10640","age_45_65","BU05183284",59
"38454","Agent_38454","age_25_45","BU05183398",37
"21032","Agent_21032","age_45_65","BU05183387",52
"53112","Agent_53112","age_25_45","BU05183488",25
"70193","Agent_70193","age_25_45","BU05183638",32
"42282","Agent_42282","age_over65","BU05183398",78
"7363","Agent_7363","age_25_45","BU05183284",41
"56793","Agent_56793","age_over65","BU05183488",66
"4784","Agent_4784","age_25_45","BU05183284",39
"25076","Agent_25076","age_0_15","BU05183396",1
"50577","Agent_50577","age_0_15","BU05183488",14
"26256","Agent_26256","age_15_25","BU05183396",24
"4429","Agent_4429","age_25_45","BU05183284",43
"52061","Agent_52061","age_15_25","BU05183488",21
"8276","Agent_8276","age_25_45","BU05183284",39
"49378","Agent_49378","age_45_65","BU05183480",45
"53972","Agent_53972","age_25_45","BU05183488",29
"48587","Agent_48587","age_45_65","BU05183480",64
"58082","Agent_58082","age_0_15","BU05183489",7
"4924","Agent_4924","age_25_45","BU05183284",28
"67352","Agent_67352","age_0_15","BU05183638",7
"15914","Agent_15914","age_0_15","BU05183387",5
"342","Agent_342","age_0_15","BU05183284",9
"22801","Agent_22801","age_over65","BU05183387",80
"19867","Agent_19867","age_25_45","BU05183387",39
"20362","Agent_20362","age_25_45","BU05183387",38
"18186","Agent_18186","age_25_45","BU05183387",37
"11113","Agent_11113","age_45_65","BU05183284",58
"36840","Agent_36840","age_25_45","BU05183398",37
"58452","Agent_58452","age_0_15","BU05183489",6
"58488","Agent_58488","age_0_15","BU05183489",11
"64061","Agent_64061","age_0_15","BU05183620",7
"72770","Agent_72770","age_45_65","BU05183638",56
"46103","Agent_46103","age_25_45","BU05183480",33
"14258","Agent_14258","age_over65","BU05183284",73
"56923","Agent_56923","age_over65","BU05183488",68
"67900","Agent_67900","age_0_15","BU05183638",1
"51999","Agent_51999","age_15_25","BU05183488",23
"24278","Agent_24278","age_0_15","BU05183396",6
"24782","Agent_24782","age_0_15","BU05183396",2
"76339","Agent_76339","age_25_45","BU05183639",38
"44353","Agent_44353","age_0_15","BU05183480",1
"41608","Agent_41608","age_over65","BU05183398",67
"2338","Agent_2338","age_15_25","BU05183284",19
"21929","Agent_21929","age_45_65","BU05183387",45
"55668","Agent_55668","age_45_65","BU05183488",53
"44385","Agent_44385","age_0_15","BU05183480",13
"21828","Agent_21828","age_45_65","BU05183387",53
"11537","Agent_11537","age_45_65","BU05183284",56
"61104","Agent_61104","age_25_45","BU05183489",43
"72940","Agent_72940","age_45_65","BU05183638",61
"7644","Agent_7644","age_25_45","BU05183284",26
"4445","Agent_4445","age_25_45","BU05183284",38
"477","Agent_477","age_0_15","BU05183284",1
"9671","Agent_9671","age_45_65","BU05183284",64
"54461","Agent_54461","age_25_45","BU05183488",38
"24879","Agent_24879","age_0_15","BU05183396",14
"67845","Agent_67845","age_0_15","BU05183638",10
"28418","Agent_28418","age_25_45","BU05183396",40
"48427","Agent_48427","age_45_65","BU05183480",55
"31505","Agent_31505","age_over65","BU05183396",79
"48649","Agent_48649","age_45_65","BU05183480",52
