"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"1252";"BU03635605";"Amsterdam                               ";"Buurt     ";"BU03635605";"1";"    1650";"     800";"     850";"     220";"     240";"     340";"     630";"     230";"     900";"     600";"     115";"      40";"     245";"     420";"      95";"      15";"     100";"      40";"     170";"       5";"       4";"       5";"       4";"     735";"     270";"     190";"     285";"     2.2";"    6388";"     700";"     502";"      30";"      70";"      97";"       3";"      64";"      36";"      27";"       9";"       0";"       0";"     100";"    2780";"    2430";"    3480";"    3490";"       .";"    4880";"    2500";"    2920";"      10";"       .";"       .";"       .";"       .";"     240";"       .";"      10";"    97.6";"     280";"     370";"     700";"      71";"      83";"      17";"    1300";"    44.5";"    36.9";"    33.0";"    33.5";"    39.2";"    30.0";"    36.0";"     6.0";"     4.4";"     7.7";"    10.1";"   234.7";"      50";"      90";"      30";"     210";"      40";"    10.0";"     160";"      97";"     135";"       0";"       5";"      10";"      15";"      15";"      65";"      20";"     480";"     390";"      90";"     0.7";"    1853";"      30";"     0.8";"     1.3";"     0.8";"     1.2";"    19.1";"      26";"      26";"       1";"      1098";"       1";"       1";"    2882"
"1253";"BU03635606";"Amsterdam                               ";"Buurt     ";"BU03635606";"1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"       .";"       .";"       0";"";"";"";"       .";"       .";"      27";"      27";"       0";"      1098";"       1";"       2";"    2304"
"1254";"BU03635607";"Amsterdam                               ";"Buurt     ";"BU03635607";"1";"    2670";"    1180";"    1485";"     160";"    1260";"     970";"     235";"      50";"    2305";"     305";"      60";"      10";"    1000";"     545";"      40";"      25";"      75";"      40";"     375";"      15";"       7";"       0";"       0";"    1985";"    1500";"     360";"     130";"     1.3";"    6534";"    1847";"     252";"       0";"     100";"      95";"       5";"      14";"      86";"      73";"      13";"       0";"       0";"     100";"    2110";"    2110";"       .";"       .";"       .";"       .";"    1790";"    2470";"     790";"     790";"       .";"       .";"       .";"       .";"     720";"     880";"       .";"      40";"     950";"    1550";"      56";"      86";"      14";"    1900";"    33.7";"    27.7";"    47.6";"    26.6";"    21.5";"    68.6";"    13.8";"     5.5";"     3.4";"     5.1";"     6.4";"     0.7";"       0";"      20";"      20";"      40";"      25";"     2.1";"      15";"       6";"     235";"       0";"       5";"      20";"      50";"      15";"      95";"      50";"     300";"     235";"      65";"     0.1";"     728";"      40";"     0.9";"     0.3";"     0.3";"     0.8";"    21.3";"      42";"      41";"       1";"      1098";"       1";"       1";"    4381"
"1255";"BU03635608";"Amsterdam                               ";"Buurt     ";"BU03635608";"1";"     265";"     165";"     100";"       5";"     160";"      90";"      15";"      10";"     245";"      15";"       5";"       5";"      35";"     160";"       0";"       0";"      10";"       5";"     145";"       0";"       0";"       0";"       0";"     250";"     245";"       5";"       5";"     1.1";"     382";"     243";"       .";"       1";"      99";"      89";"      11";"       0";"     100";"       6";"      94";"       0";"       1";"      99";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      53";"       .";"       .";"     200";"    18.0";"    17.4";"    78.3";"     2.0";"    15.3";"    96.7";"     0.8";"    57.0";"    39.5";"    48.3";"    52.3";"     0.2";"     110";"       0";"       0";"      10";"       .";"       .";"      35";"     132";"     100";"       0";"       5";"      10";"      30";"       5";"      35";"      10";"      45";"      30";"      20";"     0.2";"      67";"       0";"     1.9";"     1.1";"     1.4";"     2.0";"    11.3";"      85";"      70";"      15";"      1098";"       1";"       3";"    1115"
"1256";"WK036357  ";"Amsterdam                               ";"Wijk      ";"WK036357  ";"1";"    3260";"    1525";"    1730";"     400";"     275";"     900";"     900";"     795";"    1815";"     790";"     495";"     165";"     410";"     855";"     200";"      30";"     225";"      60";"     345";"      40";"      13";"      30";"      10";"    1965";"    1150";"     400";"     425";"     1.7";"    2996";"    1957";"     307";"      31";"      69";"      97";"       3";"      16";"      84";"      74";"      10";"       0";"     100";"       0";"    1720";"    1630";"    1970";"    1890";"    1840";"       .";"    1690";"    1900";"     930";"     910";"     910";"    1030";"    1180";"       .";"     920";"     950";"       .";"     730";"     750";"     990";"      60";"      82";"      18";"    2800";"    27.3";"    23.4";"    48.3";"    13.2";"    23.9";"    65.3";"     6.3";"    17.1";"    18.0";"    25.2";"    30.5";"     4.5";"     250";"     180";"      50";"     750";"      90";"    14.6";"     500";"     153";"     280";"       0";"      30";"      45";"      45";"      10";"      90";"      65";"     995";"     875";"     120";"     0.5";"     915";"      85";"     0.3";"     1.4";"     0.3";"     1.3";"    19.3";"     113";"     109";"       5";"         .";"       .";"       1";"    2677"
"1257";"BU03635700";"Amsterdam                               ";"Buurt     ";"BU03635700";"1";"    3250";"    1520";"    1730";"     400";"     275";"     900";"     895";"     795";"    1815";"     790";"     495";"     165";"     410";"     855";"     200";"      30";"     225";"      60";"     345";"      40";"      13";"      30";"      10";"    1960";"    1145";"     400";"     420";"     1.7";"    7425";"    1954";"     307";"      31";"      69";"      97";"       3";"      16";"      84";"      74";"      10";"       0";"     100";"       0";"    1720";"    1620";"    1970";"    1890";"    1840";"       .";"    1690";"    1900";"     930";"     910";"     910";"    1030";"    1180";"       .";"     920";"     950";"       .";"       .";"       .";"       .";"      60";"      82";"      18";"    2800";"    27.3";"    23.4";"    48.3";"    13.1";"    23.8";"    65.4";"     6.3";"    17.2";"    18.1";"    25.2";"    30.5";"     4.5";"     250";"     180";"      50";"     750";"      85";"    13.8";"     500";"     154";"     270";"       0";"      30";"      45";"      45";"      10";"      85";"      55";"     985";"     865";"     120";"     0.5";"    2243";"      85";"     0.3";"     1.4";"     0.3";"     1.3";"    19.3";"      46";"      44";"       2";"      1097";"       1";"       1";"    2675"
"1258";"BU03635701";"Amsterdam                               ";"Buurt     ";"BU03635701";"1";"       5";"       0";"       0";"       0";"       5";"       0";"       5";"       0";"       5";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";"       0";"       5";"     2.0";"       .";"       3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"      10";"       0";"       .";"       .";"       0";"";"";"";"       .";"       .";"      39";"      38";"       1";"      1097";"       1";"       1";"    2966"
"1259";"BU03635702";"Amsterdam                               ";"Buurt     ";"BU03635702";"1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       5";"       5";"       0";"       .";"       .";"       0";"";"";"";"       .";"       .";"      28";"      27";"       1";"      1097";"       1";"       1";"    2600"
"1260";"WK036358  ";"Amsterdam                               ";"Wijk      ";"WK036358  ";"1";"    4795";"    2430";"    2360";"     295";"    1445";"    2295";"     550";"     225";"    4005";"     590";"     175";"      40";"    1125";"     960";"      75";"     110";"     165";"      90";"     525";"      40";"       8";"       0";"       1";"    3200";"    2380";"     575";"     255";"     1.4";"    1685";"    3530";"     384";"       1";"      99";"      83";"      17";"      13";"      87";"      24";"      62";"       0";"      16";"      84";"    1750";"    1720";"    5500";"       .";"       .";"    5670";"    1480";"    2380";"      50";"      40";"       .";"       .";"       .";"    1530";"      60";"      20";"    51.8";"     390";"    1460";"    3180";"      78";"      86";"      14";"    3800";"    41.6";"    37.1";"    37.8";"    30.2";"    29.2";"    61.8";"    16.6";"     8.9";"     6.5";"     8.7";"    11.7";"     0.4";"      50";"     150";"      50";"     190";"      35";"     3.4";"      90";"      19";"    1045";"       0";"      60";"     135";"     185";"     140";"     370";"     150";"    1360";"     825";"     535";"     0.4";"     478";"     125";"     1.7";"     1.2";"     1.0";"     1.1";"    13.4";"     320";"     285";"      35";"         .";"       .";"       1";"    2774"
"1261";"BU03635801";"Amsterdam                               ";"Buurt     ";"BU03635801";"1";"    1365";"     680";"     680";"      35";"     665";"     585";"      75";"      10";"    1300";"      50";"      20";"       5";"     340";"     350";"      25";"      70";"      80";"      25";"     155";"       5";"       4";"       0";"       1";"     840";"     760";"      65";"      25";"     1.1";"    2990";"    1249";"     517";"       3";"      97";"      65";"      35";"       2";"      98";"      60";"      38";"       0";"       5";"      95";"    1610";"    1550";"       .";"       .";"       .";"    6810";"    1450";"    5630";"       .";"       .";"       .";"       .";"       .";"    1080";"       .";"    1000";"       .";"     210";"     430";"     640";"      73";"      87";"      13";"     900";"    26.0";"    24.0";"    55.2";"    12.0";"    18.4";"    85.1";"     3.1";"    15.5";"    10.1";"    15.1";"    19.0";"    -7.7";"      20";"      80";"      10";"      10";"      10";"     2.4";"      15";"      11";"     280";"       0";"      25";"      45";"      55";"      40";"      65";"      50";"     220";"     130";"      95";"     0.3";"     486";"      35";"     2.0";"     0.3";"     1.9";"     1.9";"     3.6";"      48";"      46";"       3";"      1096";"       1";"       2";"    2268"
"1262";"BU03635804";"Amsterdam                               ";"Buurt     ";"BU03635804";"1";"      75";"      40";"      35";"      15";"      10";"      20";"      30";"      15";"      60";"      15";"       5";"       5";"      15";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"      13";"       0";"       0";"      30";"      10";"      15";"      15";"     2.4";"     176";"       1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"      20";"      30";"       .";"       .";"       .";"     100";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"      10";"       .";"       .";"       .";"       .";"      15";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      45";"      30";"      15";"       .";"       .";"       5";"     1.7";"     1.6";"     1.4";"     1.9";"     7.4";"      51";"      45";"       6";"      1096";"       1";"       2";"    1792"
"1263";"BU03635805";"Amsterdam                               ";"Buurt     ";"BU03635805";"1";"      40";"      25";"      15";"       5";"       5";"      20";"      20";"       0";"      40";"      10";"       5";"       0";"       5";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       5";"       5";"     2.8";"      39";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      15";"     375";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"       .";"       .";"       0";"     3.1";"     3.0";"     2.8";"     3.3";"     0.0";"     119";"     110";"       9";"      1096";"       1";"       5";"     389"
